7.460698725481051952e-14 1.646589760247501033e+00 7.999999999999998224e-01
2.500000000007496226e-02 -7.811033628479613355e-01 7.999999999999998224e-01
5.000000000007531753e-02 -5.268608926933175951e-01 7.999999999999998224e-01
7.500000000007567280e-02 5.617218880616050569e-01 7.999999999999998224e-01
1.000000000000760281e-01 2.222117391759041993e-01 7.999999999999998224e-01
1.250000000000763833e-01 1.285773042852522252e+00 7.999999999999998224e-01
1.500000000000767386e-01 1.544550677070475331e+00 7.999999999999998224e-01
1.750000000000770939e-01 1.105995748743424656e-01 7.999999999999998224e-01
2.000000000000774492e-01 1.689202926447109121e+00 7.999999999999998224e-01
2.250000000000778044e-01 2.108067723371803481e+00 7.999999999999998224e-01
2.500000000000781597e-01 1.310140222559851964e+00 7.999999999999998224e-01
2.750000000000785150e-01 1.954272404800533991e+00 7.999999999999998224e-01
3.000000000000788702e-01 2.627137743161604533e+00 7.999999999999998224e-01
3.250000000000792255e-01 2.283934655198070374e+00 7.999999999999998224e-01
3.500000000000795808e-01 1.955953926559619305e+00 7.999999999999998224e-01
3.750000000000799361e-01 1.818801199569399785e+00 7.999999999999998224e-01
4.000000000000802913e-01 2.388325953743205332e+00 7.999999999999998224e-01
4.250000000000806466e-01 3.040642691740792714e+00 7.999999999999998224e-01
4.500000000000810019e-01 1.739008134333271727e+00 7.999999999999998224e-01
4.750000000000813571e-01 3.469866511493361116e+00 7.999999999999998224e-01
5.000000000000817124e-01 2.184758353310574108e+00 7.999999999999998224e-01
5.250000000000820677e-01 3.551524979127432147e+00 7.999999999999998224e-01
5.500000000000824230e-01 3.883146135558437351e+00 7.999999999999998224e-01
5.750000000000827782e-01 3.677774703687916258e+00 7.999999999999998224e-01
6.000000000000831335e-01 3.953216574522695481e+00 7.999999999999998224e-01
6.250000000000834888e-01 2.129746642179732419e+00 7.999999999999998224e-01
6.500000000000838440e-01 3.916484465685840632e+00 7.999999999999998224e-01
6.750000000000841993e-01 2.229591147455476374e+00 7.999999999999998224e-01
7.000000000000845546e-01 3.431455718782249420e+00 7.999999999999998224e-01
7.250000000000849099e-01 3.445256552807801853e+00 7.999999999999998224e-01
7.500000000000852651e-01 4.777060391074556378e+00 7.999999999999998224e-01
7.750000000000856204e-01 4.740038873121381613e+00 7.999999999999998224e-01
8.000000000000859757e-01 2.770678474714863171e+00 7.999999999999998224e-01
8.250000000000863309e-01 4.802283166202077069e+00 7.999999999999998224e-01
8.500000000000866862e-01 2.772924974866104009e+00 7.999999999999998224e-01
8.750000000000870415e-01 4.131592890984062905e+00 7.999999999999998224e-01
9.000000000000873968e-01 5.160817319099137990e+00 7.999999999999998224e-01
9.250000000000877520e-01 4.200952550878607639e+00 7.999999999999998224e-01
9.500000000000881073e-01 3.696915562051650284e+00 7.999999999999998224e-01
9.750000000000884626e-01 3.966383655935040053e+00 7.999999999999998224e-01
1.000000000000088818e+00 4.631188610672559491e+00 7.999999999999998224e-01
1.025000000000089173e+00 5.530820747775496926e+00 7.999999999999998224e-01
1.050000000000089528e+00 3.302331611357921304e+00 7.999999999999998224e-01
1.075000000000089884e+00 5.487895516300653753e+00 7.999999999999998224e-01
1.100000000000090239e+00 4.318891208327539033e+00 7.999999999999998224e-01
1.125000000000090594e+00 3.746658774065814157e+00 7.999999999999998224e-01
1.150000000000090949e+00 4.494377353039606504e+00 7.999999999999998224e-01
1.175000000000091305e+00 3.799443043892519967e+00 7.999999999999998224e-01
1.200000000000091660e+00 5.522507990056979565e+00 7.999999999999998224e-01
1.225000000000092015e+00 3.866079610981000059e+00 7.999999999999998224e-01
1.250000000000092371e+00 5.465659129974582697e+00 7.999999999999998224e-01
1.275000000000092726e+00 5.168976576912353238e+00 7.999999999999998224e-01
1.300000000000093081e+00 3.976042306201875931e+00 7.999999999999998224e-01
1.325000000000093436e+00 3.970044641675084307e+00 7.999999999999998224e-01
1.350000000000093792e+00 5.725714551582630207e+00 7.999999999999998224e-01
1.375000000000094147e+00 4.417429325828496900e+00 7.999999999999998224e-01
